,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1060,120,RL,41.0,4920.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001.0,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616.0,Unf,0,722.0,1338.0,GasA,Ex,Y,SBrkr,1338.0,0.0,0,1338.0,1,0,2,0,2,1,Gd,6,Typ,0,Missing,Attchd,2001.0,Fin,2,582.0,TA,TA,Y,0.0,0.0,170,0,0,0,Missing,Missing,0,4,2010,WD,Normal,213500
452,60,RL,70.0,9303.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996.0,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742.0,Unf,0,130.0,872.0,GasA,Ex,Y,SBrkr,888.0,868.0,0,1756.0,1,0,2,1,3,1,TA,7,Typ,0,Missing,Attchd,1996.0,Fin,2,422.0,TA,TA,Y,144.0,122.0,0,0,0,0,Missing,Missing,0,7,2007,WD,Normal,204000
253,80,RL,85.0,9350.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964.0,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,270.0,ALQ,580,452.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0,1302.0,0,1,2,0,3,1,Gd,7,Min1,0,Missing,Attchd,1964.0,RFn,1,309.0,TA,TA,Y,333.0,0.0,0,0,0,0,MnPrv,Missing,0,10,2007,CWD,Normal,158000
896,30,RM,50.0,8765.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285.0,Unf,0,666.0,951.0,GasA,Ex,N,SBrkr,951.0,0.0,0,951.0,0,0,1,0,2,1,TA,6,Typ,0,Missing,Detchd,1936.0,Unf,1,327.0,TA,TA,Y,0.0,28.0,0,0,0,0,Missing,Missing,0,4,2006,WD,Abnorml,106500
1378,160,RM,21.0,1953.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973.0,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,408.0,TA,TA,CBlock,TA,Fa,No,BLQ,309.0,Unf,0,174.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0,987.0,0,0,1,1,2,1,TA,5,Typ,0,Missing,Detchd,1973.0,Unf,1,264.0,TA,TA,Y,72.0,0.0,0,0,0,0,Missing,Missing,0,6,2006,WD,Normal,83000
880,20,RL,60.0,7024.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980.0,Unf,0,110.0,1090.0,GasA,Gd,Y,SBrkr,1090.0,0.0,0,1090.0,1,0,1,1,2,1,TA,5,Typ,0,Missing,Attchd,2005.0,Fin,2,450.0,TA,TA,Y,0.0,49.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,157000
1377,50,RL,60.0,10998.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941.0,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,408.0,BLQ,420,156.0,984.0,GasA,Ex,Y,SBrkr,984.0,620.0,0,1604.0,0,0,2,0,3,1,TA,6,Min2,0,Missing,Detchd,1977.0,Unf,2,660.0,TA,TA,Y,0.0,68.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,117000
623,160,FV,70.0,2117.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000.0,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420.0,Unf,0,336.0,756.0,GasA,Ex,Y,SBrkr,756.0,756.0,0,1512.0,0,0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2,440.0,TA,TA,Y,0.0,32.0,0,0,0,0,Missing,Missing,0,6,2007,WD,Normal,168500
345,50,RL,65.0,6435.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,972.0,972.0,GasA,Gd,Y,SBrkr,972.0,605.0,0,1577.0,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Detchd,1939.0,Unf,1,312.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,10,2006,WD,Normal,140200
1253,60,RL,70.0,17542.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974.0,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125.0,ALQ,1031,36.0,1192.0,GasA,TA,Y,SBrkr,1516.0,651.0,0,2167.0,1,0,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518.0,TA,TA,Y,220.0,47.0,0,0,0,0,MnPrv,Missing,0,7,2007,WD,Normal,294000
262,80,RL,88.0,8471.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977.0,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,506.0,Unf,0,0.0,506.0,GasA,TA,Y,SBrkr,1212.0,0.0,0,1212.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2,492.0,TA,TA,Y,292.0,12.0,0,0,0,0,GdWo,Missing,0,7,2006,WD,Normal,151000
150,20,RL,120.0,10356.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975.0,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0,253.0,969.0,GasA,TA,Y,SBrkr,969.0,0.0,0,969.0,0,0,1,1,3,1,TA,5,Typ,0,Missing,Attchd,1975.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,1,2007,WD,Normal,122000
472,180,RM,35.0,3675.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459.0,Unf,0,88.0,547.0,GasA,Ex,Y,SBrkr,1072.0,0.0,0,1072.0,1,0,1,0,2,1,TA,5,Typ,0,Missing,Basment,2005.0,RFn,2,525.0,TA,TA,Y,0.0,28.0,0,0,0,0,Missing,Missing,0,6,2008,WD,Normal,148000
640,120,RL,62.0,12677.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003.0,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518.0,0.0,0,1518.0,0,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2,588.0,TA,TA,Y,185.0,140.0,0,0,0,0,Missing,Missing,0,4,2008,WD,Normal,274000
1446,20,RL,70.0,23830.5,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962.0,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,TA,TA,No,Rec,593.0,Unf,0,595.0,1188.0,GasA,TA,Y,SBrkr,1188.0,0.0,0,1188.0,0,0,1,0,3,1,TA,6,Typ,0,Missing,Attchd,1962.0,Unf,1,312.0,TA,TA,P,261.0,39.0,0,0,0,0,Missing,Missing,0,4,2010,WD,Normal,157900
1374,60,FV,85.0,10625.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005.0,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1026.0,1026.0,GasA,Ex,Y,SBrkr,1026.0,932.0,0,1958.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,Fin,3,936.0,TA,TA,Y,154.0,210.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,250000
550,120,RL,53.0,4043.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977.0,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0,510.0,1069.0,GasA,TA,Y,SBrkr,1069.0,0.0,0,1069.0,0,0,2,0,2,1,TA,4,Typ,0,Missing,Attchd,1977.0,RFn,2,440.0,TA,TA,Y,0.0,55.0,0,0,200,0,Missing,Missing,0,10,2008,COD,Abnorml,140000
928,20,RL,70.0,11838.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001.0,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788.0,0.0,0,1788.0,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522.0,TA,TA,Y,202.0,151.0,0,0,0,0,Missing,Missing,0,6,2009,WD,Normal,236500
488,190,RL,60.0,10800.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900.0,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664.0,Unf,0,290.0,954.0,GasA,TA,N,FuseA,1766.0,648.0,0,2414.0,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520.0,TA,Fa,N,142.0,0.0,0,0,0,0,Missing,Missing,0,5,2006,ConLD,Normal,160000
1321,20,RL,70.0,6627.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949.0,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Missing,Missing,Missing,Missing,0.0,Missing,0,0.0,0.0,Floor,TA,N,SBrkr,720.0,0.0,0,720.0,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1955.0,Unf,1,287.0,TA,Fa,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2008,WD,Normal,72500
1171,20,RL,76.0,9120.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958.0,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662.0,Unf,0,599.0,1261.0,GasA,Ex,Y,SBrkr,1261.0,0.0,0,1261.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958.0,RFn,2,433.0,TA,TA,Y,0.0,0.0,0,0,288,0,Missing,Shed,1400,11,2008,WD,Normal,163000
146,30,RM,51.0,6120.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931.0,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0,506.0,715.0,GasA,TA,Y,FuseA,875.0,0.0,0,875.0,1,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1931.0,Unf,1,180.0,Fa,TA,Y,48.0,0.0,0,0,0,0,Missing,Missing,0,11,2009,WD,Normal,105000
402,30,RL,60.0,10200.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940.0,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,672.0,672.0,GasA,Ex,Y,SBrkr,672.0,0.0,0,672.0,0,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1940.0,Unf,1,240.0,TA,TA,N,168.0,0.0,0,0,0,0,GdPrv,Missing,0,8,2008,WD,Normal,108000
954,90,RL,35.0,9400.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975.0,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,945.0,Unf,0,0.0,945.0,GasA,TA,Y,SBrkr,980.0,0.0,0,980.0,0,2,2,0,4,0,TA,4,Typ,0,Missing,Missing,2020.0,Missing,0,0.0,Missing,Missing,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,10,2006,WD,AdjLand,127500
1404,50,RL,60.0,10410.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0,672.0,672.0,GasA,TA,Y,SBrkr,694.0,520.0,0,1214.0,0,0,1,0,3,1,TA,6,Typ,0,Missing,Detchd,1998.0,Unf,3,936.0,TA,TA,Y,216.0,0.0,160,0,0,0,MnPrv,Missing,0,1,2006,WD,Family,105000
659,20,RL,75.0,9937.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964.0,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,0,849.0,1486.0,GasA,Ex,Y,SBrkr,1486.0,0.0,0,1486.0,1,0,1,0,3,1,TA,7,Typ,0,Missing,Detchd,1968.0,Fin,2,480.0,TA,TA,Y,0.0,0.0,0,0,0,0,MnPrv,Missing,0,3,2009,WD,Normal,167000
463,70,RL,74.0,11988.0,Pave,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934.0,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0,389.0,715.0,GasA,Fa,Y,FuseA,849.0,811.0,0,1660.0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,8,2008,WD,Normal,188700
186,80,RL,70.0,9947.0,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990.0,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611.0,Unf,0,577.0,1188.0,GasA,Ex,Y,SBrkr,1217.0,0.0,0,1217.0,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1990.0,Unf,2,497.0,TA,TA,Y,168.0,27.0,0,0,0,0,GdPrv,Missing,0,6,2009,WD,Normal,173000
1147,70,RL,75.0,12000.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0,429.0,704.0,GasA,Ex,Y,SBrkr,860.0,704.0,0,1564.0,0,0,1,1,3,1,Fa,7,Typ,1,Gd,Attchd,1941.0,Unf,1,234.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,174500
1224,60,RL,60.0,15384.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004.0,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,724.0,Unf,0,64.0,788.0,GasA,Ex,Y,SBrkr,788.0,702.0,0,1490.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,388.0,TA,TA,Y,100.0,75.0,0,0,0,0,Missing,Missing,0,2,2008,WD,Normal,184000
608,70,RL,78.0,12168.0,Pave,Grvl,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934.0,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428.0,Unf,0,537.0,965.0,GasA,TA,Y,SBrkr,1940.0,1254.0,0,3194.0,0,0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2,380.0,TA,TA,Y,0.0,0.0,0,0,0,0,Missing,Missing,0,9,2007,WD,Alloca,359100
143,20,RL,78.0,10335.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501.0,0.0,0,1501.0,1,0,2,0,3,1,Gd,6,Typ,0,Missing,Attchd,1999.0,RFn,2,577.0,TA,TA,Y,144.0,29.0,0,0,0,0,Missing,Missing,0,6,2009,WD,Normal,204000
751,60,RL,70.0,7750.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,660.0,660.0,GasA,Ex,Y,SBrkr,660.0,660.0,0,1320.0,0,0,2,1,3,1,Gd,6,Typ,0,Missing,Attchd,2003.0,Fin,2,400.0,TA,TA,Y,0.0,48.0,0,0,0,0,Missing,Missing,0,8,2007,WD,Normal,162000
981,60,RL,98.0,12203.0,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998.0,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,Gd,TA,PConc,Gd,TA,No,GLQ,854.0,Unf,0,371.0,1225.0,GasA,Ex,Y,SBrkr,1276.0,1336.0,0,2612.0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,676.0,TA,TA,Y,250.0,0.0,0,0,0,0,Missing,Missing,0,7,2009,WD,Normal,336000
197,75,RL,174.0,23830.5,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918.0,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,184,140.0,1360.0,GasA,Gd,Y,SBrkr,1360.0,1360.0,392,3112.0,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,795.0,TA,TA,Y,0.0,16.0,552,0,0,512,GdPrv,Missing,0,3,2006,WD,Abnorml,235000
883,75,RL,60.0,6204.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0,795.0,795.0,GasA,TA,N,SBrkr,954.0,795.0,481,2230.0,1,0,1,0,5,1,TA,10,Typ,0,Missing,Detchd,1997.0,Unf,1,440.0,TA,Gd,Y,0.0,188.0,0,0,0,0,Missing,Missing,0,3,2006,WD,Normal,118500
279,60,RL,83.0,10005.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977.0,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,0,768.0,1160.0,GasA,Ex,Y,SBrkr,1156.0,866.0,0,2022.0,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2,505.0,TA,TA,Y,288.0,117.0,0,0,0,0,Missing,Missing,0,3,2008,WD,Normal,192000
293,60,RL,70.0,16659.0,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977.0,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795.0,Unf,0,0.0,795.0,GasA,Fa,Y,SBrkr,1468.0,795.0,0,2263.0,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,539.0,TA,TA,Y,0.0,250.0,0,0,0,0,Missing,Missing,0,3,2006,WD,Normal,235000
1329,60,RL,63.0,9084.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998.0,1998,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,935.0,935.0,GasA,Gd,Y,SBrkr,955.0,677.0,0,1632.0,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462.0,TA,TA,Y,0.0,28.0,0,0,0,0,Missing,Missing,0,6,2006,WD,Normal,176500
400,120,RL,38.0,14963.0,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996.0,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288.0,0.0,0,1288.0,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500.0,TA,TA,Y,120.0,30.0,0,0,224,0,Missing,Missing,0,12,2008,WD,Normal,245500
122,20,RL,75.0,9464.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958.0,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570.0,Unf,0,510.0,1080.0,GasA,Gd,Y,SBrkr,1080.0,0.0,0,1080.0,0,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1958.0,Unf,1,288.0,TA,TA,Y,0.0,0.0,0,0,130,0,Missing,Missing,0,6,2008,WD,Normal,136000
1207,20,RL,70.0,9135.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003.0,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,340.0,Unf,0,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700.0,0.0,0,1700.0,1,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2003.0,RFn,2,544.0,TA,TA,Y,192.0,23.0,0,0,0,0,Missing,Missing,0,5,2006,WD,Normal,200000
202,50,RL,50.0,7000.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617.0,Unf,0,0.0,617.0,GasA,Gd,Y,SBrkr,865.0,445.0,0,1310.0,0,0,2,0,2,1,TA,6,Min1,0,Missing,Attchd,1924.0,Unf,1,398.0,TA,TA,Y,0.0,0.0,126,0,0,0,Missing,Missing,0,5,2006,COD,Normal,112000
835,20,RL,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950.0,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,442.0,Unf,0,625.0,1067.0,GasA,TA,Y,SBrkr,1067.0,0.0,0,1067.0,0,0,2,0,2,1,Gd,4,Min2,0,Missing,Attchd,1996.0,Unf,2,436.0,TA,TA,Y,290.0,0.0,0,0,0,0,Missing,Missing,0,2,2010,WD,Normal,128000
246,190,RM,69.0,9142.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910.0,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Fa,Stone,Fa,TA,No,Unf,0.0,Unf,0,1020.0,1020.0,GasA,Gd,N,FuseP,908.0,1020.0,0,1928.0,0,0,2,0,4,2,Fa,9,Typ,0,Missing,Detchd,1910.0,Unf,1,440.0,Po,Po,Y,0.0,60.0,112,0,0,0,Missing,Missing,0,4,2006,WD,Normal,137000
1386,60,RL,80.0,16692.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978.0,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,790.0,LwQ,469,133.0,1392.0,GasA,TA,Y,SBrkr,1392.0,1392.0,0,2784.0,1,0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2,564.0,TA,TA,Y,0.0,112.0,0,0,440,519,MnPrv,TenC,2000,7,2006,WD,Normal,250000
1372,60,RL,75.0,9750.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998.0,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,975.0,Unf,0,133.0,1108.0,GasA,Ex,Y,SBrkr,1108.0,989.0,0,2097.0,1,0,2,1,3,1,Gd,8,Typ,1,TA,Detchd,1998.0,RFn,2,583.0,TA,TA,Y,253.0,170.0,0,0,0,0,Missing,Missing,0,6,2006,WD,Normal,274300
