,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
880,20,3,2.7831636674834628,9.154741940655672,0,1,2,0,0,3,1,4,5,1.4953594885511643,1.4953594885511643,2005.0,2006,2,0,5,1,0.0,1,4,5,4,4,1,4,980.0,5,0,3.2385336187848965,5.7458767825284935,5,3,1,2,0.0,0,5.7458767825284935,1,0,1,1,2,1,1,6,0,5,2005.0,3,2,3,2,0.0,49.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,157000
1377,50,3,2.7831636674834628,10.240668923463936,0,1,2,0,0,3,1,4,2,1.4953594885511643,1.4953594885511643,1941.0,1960,2,0,0,1,0.0,1,4,2,2,3,1,2,408.0,1,420,3.5341194094144583,5.600785659173185,5,4,1,2,620.0,0,6.328506932918696,0,0,2,0,3,1,1,2,0,2,1977.0,1,2,3,2,0.0,68.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,117000
623,160,4,2.8925075626521703,6.783133494189834,0,1,2,0,7,3,1,3,6,1.5650878569588351,1.4953594885511643,2000.0,2000,2,0,1,2,513.0,2,4,5,3,3,1,6,420.0,5,0,4.281389961215867,5.243615165131781,5,4,1,2,756.0,0,6.235735722430833,0,0,2,1,2,1,2,6,1,2,2000.0,1,2,3,2,0.0,32.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,168500
345,50,3,2.8394189546454753,8.956478102468626,0,1,2,0,3,6,1,4,2,1.5650878569588351,1.4953594885511643,1939.0,1950,2,0,1,1,0.0,1,4,1,2,3,1,5,0.0,5,0,5.583627852928597,5.583627852928597,5,3,1,2,605.0,0,6.301706118187361,0,0,1,0,3,1,0,6,1,2,1939.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2006,5,3,140200
1253,60,3,2.8925075626521703,11.508527273287404,1,1,2,0,3,3,1,4,6,1.6265915283192642,1.6265915283192642,1974.0,2003,2,0,0,1,0.0,2,4,2,2,3,4,2,125.0,6,1031,2.449489742783178,5.875831856001327,5,2,1,2,651.0,0,6.822829325140708,1,0,2,1,3,1,2,6,2,5,1974.0,2,2,3,2,220.0,47.0,0,0,0,0,2,2,0,1.6265915283192642,2007,5,3,294000
262,80,3,3.0628091680677727,9.593643729053104,1,1,0,0,3,3,1,4,4,1.5650878569588351,1.6265915283192642,1977.0,1995,2,0,2,2,46.0,1,4,2,3,4,3,4,506.0,5,0,0.0,4.74282616168883,5,2,1,2,0.0,0,5.900322025110155,1,0,1,0,3,1,1,6,1,5,1978.0,1,2,3,2,292.0,12.0,0,0,0,0,1,2,0,1.6265915283192642,2006,5,3,151000
150,20,3,3.3097582993324446,10.087834257163427,0,1,0,0,6,3,1,4,5,1.4953594885511643,1.5650878569588351,1975.0,1975,2,0,2,1,0.0,1,4,2,2,3,3,1,716.0,5,0,3.988232691305762,5.579318954854616,5,2,1,2,0.0,0,5.579318954854616,0,0,1,1,3,1,1,6,0,5,1975.0,1,2,3,2,0.0,0.0,0,0,0,0,2,2,0,1.0,2007,5,3,122000
472,180,1,2.432303435017926,7.786000256871303,0,1,2,0,0,3,1,3,4,1.5650878569588351,1.4953594885511643,2005.0,2005,2,0,5,2,80.0,1,4,5,3,3,4,6,459.0,5,0,3.0628091680677727,4.836114142573559,5,4,1,2,0.0,0,5.722010136306995,1,0,1,0,2,1,1,6,0,4,2005.0,2,2,3,2,0.0,28.0,0,0,0,0,4,2,0,1.5650878569588351,2008,5,3,148000
640,120,3,2.8060648602624987,10.610947177325876,1,1,2,0,8,3,1,3,5,1.6817847662528045,1.4953594885511643,2003.0,2004,4,0,1,2,472.0,3,4,5,4,3,4,6,1218.0,5,0,4.161790480069846,6.241914770324888,5,4,1,2,0.0,0,6.241914770324888,0,0,1,1,1,1,3,6,1,5,2003.0,2,2,3,2,185.0,140.0,0,0,0,0,4,2,0,1.4142135623730951,2008,5,3,274000
1446,20,3,2.8925075626521703,12.424624742824225,1,1,4,0,3,3,1,4,5,1.4953594885511643,1.6265915283192642,1962.0,1962,2,0,2,2,189.0,1,4,2,2,3,1,3,593.0,5,0,4.938886514185156,5.870894310068952,5,2,1,2,0.0,0,5.870894310068952,0,0,1,0,3,1,1,6,0,5,1962.0,1,1,3,1,261.0,39.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,157900
1374,60,4,3.036362955906293,10.152713922887813,0,1,2,0,7,3,1,4,6,1.6265915283192642,1.4953594885511643,2005.0,2005,2,0,4,1,0.0,2,4,5,3,3,1,5,0.0,5,0,5.65961129407312,5.65961129407312,5,4,1,2,932.0,0,6.652014732394989,0,0,2,1,3,1,2,6,1,5,2005.0,3,3,3,2,154.0,210.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,250000
550,120,3,2.698166043815688,7.973995234510741,0,1,2,0,3,3,1,3,5,1.5650878569588351,1.5650878569588351,1977.0,1977,2,0,3,1,0.0,1,4,2,3,3,1,4,559.0,5,0,4.7521784478279026,5.718006645676446,5,2,1,2,0.0,0,5.718006645676446,0,0,2,0,2,1,1,6,0,5,1977.0,2,2,3,2,0.0,55.0,0,0,200,0,4,2,0,1.7782856913330884,2008,2,1,140000
928,20,3,2.8925075626521703,10.430848479390349,0,1,2,0,6,3,1,4,5,1.6817847662528045,1.4953594885511643,2001.0,2001,4,0,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,6.470610481245181,6.470610481245181,5,4,1,2,0.0,0,6.5026686829331855,0,0,2,0,3,1,3,6,1,5,2001.0,2,2,3,2,202.0,151.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,3,236500
488,190,3,2.7831636674834628,10.194263092543766,0,1,0,0,1,3,1,0,2,1.4953594885511643,1.4142135623730951,1900.0,1970,2,0,0,1,0.0,1,1,2,2,2,1,1,664.0,5,0,4.126669359180596,5.5575984021877645,5,2,0,1,648.0,0,7.009457896299828,0,0,2,0,3,2,1,5,1,5,1970.0,1,2,3,0,142.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2006,3,3,160000
1321,20,3,2.8925075626521703,9.022549528819448,1,1,0,0,3,2,1,4,5,1.3160927019021114,1.5650878569588351,1949.0,1950,4,0,5,1,0.0,1,4,2,0,1,0,0,0.0,0,0,0.0,0.0,0,2,0,2,0.0,0,5.1800386098947175,0,0,1,0,2,1,1,6,0,2,1955.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2008,5,3,72500
1171,20,3,2.9525920815446214,9.772343628833363,0,1,2,0,2,3,1,4,5,1.5650878569588351,1.5650878569588351,1958.0,1958,4,0,1,1,0.0,1,4,2,2,3,1,4,662.0,5,0,4.947170908711363,5.959077109754496,5,4,1,2,0.0,0,5.959077109754496,1,0,1,0,3,1,1,6,1,5,1958.0,2,2,3,2,0.0,0.0,0,0,288,0,4,1,1400,1.8211534806270449,2008,5,3,163000
146,30,1,2.672339798753145,8.844795079593423,0,1,0,0,3,3,1,4,5,1.4953594885511643,1.6265915283192642,1931.0,1993,2,0,0,1,0.0,1,4,1,2,3,1,1,209.0,5,0,4.74282616168883,5.17102504345125,5,2,1,1,0.0,0,5.438786629387111,1,0,1,0,2,1,1,6,0,2,1931.0,1,1,1,2,48.0,0.0,0,0,0,0,4,2,0,1.8211534806270449,2009,5,3,105000
402,30,3,2.7831636674834628,10.049626858744556,0,1,2,0,3,3,1,4,5,1.4953594885511643,1.6817847662528045,1940.0,1997,2,0,0,1,0.0,1,4,5,2,3,1,5,0.0,5,0,5.0914634438440185,5.0914634438440185,5,4,1,2,0.0,0,5.0914634438440185,0,0,1,0,2,1,1,6,0,2,1940.0,1,1,3,0,168.0,0.0,0,0,0,0,3,2,0,1.6817847662528045,2008,5,3,108000
954,90,3,2.432303435017926,9.846501916924607,1,1,4,0,0,3,1,1,1,1.5650878569588351,1.4953594885511643,1975.0,1975,3,1,4,2,250.0,1,4,2,3,4,4,6,945.0,5,0,0.0,5.544447673123085,5,2,1,2,0.0,0,5.595087130688852,0,2,2,0,4,0,1,6,0,0,2020.0,0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,1.7782856913330884,2006,5,0,127500
1404,50,3,2.7831636674834628,10.100960350382529,0,1,0,0,1,0,1,4,2,1.3160927019021114,1.4142135623730951,1915.0,1950,2,0,0,1,0.0,1,4,5,2,3,1,5,0.0,5,0,5.0914634438440185,5.0914634438440185,5,2,1,2,520.0,0,5.9027535947217045,0,0,1,0,3,1,1,6,0,2,1998.0,1,3,3,2,216.0,0.0,160,0,0,0,2,2,0,1.0,2006,5,2,105000
659,20,3,2.942838765545948,9.984212537801868,0,1,0,0,0,3,1,4,5,1.4953594885511643,1.6265915283192642,1964.0,1999,4,0,1,1,0.0,1,3,5,2,3,1,1,637.0,5,0,5.3979255274595985,6.208759940600054,5,4,1,2,0.0,0,6.208759940600054,1,0,1,0,3,1,1,6,0,2,1968.0,3,2,3,2,0.0,0.0,0,0,0,0,2,2,0,1.3160927019021114,2009,5,3,167000
463,70,3,2.932967780252623,10.463732603617123,1,3,2,1,3,3,1,4,6,1.5650878569588351,1.6265915283192642,1934.0,1995,4,0,4,1,0.0,1,4,2,2,3,1,2,326.0,5,0,4.441069690964103,5.17102504345125,5,1,1,1,811.0,0,6.3830321948114905,0,0,1,1,3,1,1,6,1,2,1939.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6817847662528045,2008,5,3,188700
186,80,3,2.8925075626521703,9.98672118365182,1,1,4,0,3,3,1,4,4,1.6265915283192642,1.4953594885511643,1990.0,1991,2,0,2,1,0.0,1,4,5,3,3,3,6,611.0,5,0,4.901101916916236,5.870894310068952,5,4,1,2,0.0,0,5.9063948394938866,1,0,2,0,3,1,2,6,0,5,1990.0,1,2,3,2,168.0,27.0,0,0,0,0,3,2,0,1.5650878569588351,2009,5,3,173000
1147,70,3,2.942838765545948,10.466350844492077,0,0,2,0,3,3,1,4,6,1.6265915283192642,1.6265915283192642,1941.0,1950,2,0,1,1,0.0,1,4,2,2,3,1,3,275.0,5,0,4.551076795660562,5.151019316601327,5,4,1,2,704.0,0,6.288672355911063,0,0,1,1,3,1,0,6,1,5,1941.0,1,1,3,2,0.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,174500
1224,60,3,2.7831636674834628,11.136978944040434,1,1,2,0,5,6,1,4,6,1.6265915283192642,1.4953594885511643,2004.0,2005,2,0,5,1,0.0,2,4,5,3,3,3,6,724.0,5,0,2.8284271247461903,5.298235555352367,5,4,1,2,702.0,0,6.2129300655970665,1,0,2,1,3,1,2,6,1,5,2004.0,3,2,3,2,100.0,75.0,0,0,0,0,4,2,0,1.1892014127135908,2008,5,3,184000
608,70,3,2.9718344503016985,10.50279486612968,0,3,2,1,3,3,1,4,6,1.6817847662528045,1.5650878569588351,1934.0,1998,2,0,4,1,0.0,1,4,5,3,3,2,1,428.0,5,0,4.813865390722928,5.573544653091066,5,2,1,2,1254.0,0,7.517679163146029,0,0,2,1,4,1,1,6,2,4,1934.0,1,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.7320508075688772,2007,5,4,359100
143,20,3,2.9718344503016985,10.08271788755393,1,1,2,0,6,3,1,4,5,1.6265915283192642,1.4953594885511643,1999.0,1999,2,0,5,2,183.0,2,4,5,3,3,4,6,679.0,5,0,5.336487608905318,6.2129300655970665,5,4,1,2,0.0,0,6.224363421266467,1,0,2,0,3,1,2,6,0,5,1999.0,2,2,3,2,144.0,29.0,0,0,0,0,4,2,0,1.5650878569588351,2009,5,3,204000
751,60,3,2.8925075626521703,9.382648879714086,0,1,2,0,5,6,1,4,6,1.6265915283192642,1.4953594885511643,2003.0,2003,2,0,5,1,0.0,2,4,5,3,3,1,5,0.0,5,0,5.068579682711913,5.068579682711913,5,4,1,2,660.0,0,6.027586581709134,0,0,2,1,3,1,2,6,0,5,2003.0,3,2,3,2,0.0,48.0,0,0,0,0,4,2,0,1.6817847662528045,2007,5,3,162000
981,60,3,3.1463470882914364,10.510337768121444,1,1,0,0,3,3,1,4,6,1.6817847662528045,1.4953594885511643,1998.0,1999,4,0,5,2,975.0,2,4,5,3,3,1,6,854.0,5,0,4.38878115198286,5.916079783099617,5,4,1,2,1336.0,0,7.148964960048412,1,0,2,1,4,1,2,6,1,5,1998.0,3,3,3,2,250.0,0.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,336000
197,75,3,3.6319278627197433,12.424624742824225,0,1,0,0,2,0,1,4,6,1.6817847662528045,1.4142135623730951,1918.0,1990,2,0,4,1,0.0,2,3,5,2,3,1,6,1036.0,2,184,3.4397965056090163,6.072742378859817,5,3,1,2,1360.0,392,7.468955750304056,1,1,2,0,4,1,2,6,1,2,1918.0,1,2,3,2,0.0,16.0,552,0,0,512,3,2,0,1.3160927019021114,2006,5,1,235000
883,75,3,2.7831636674834628,8.874992957743686,0,0,2,0,3,3,1,4,7,1.4142135623730951,1.4953594885511643,1912.0,1950,2,0,0,1,0.0,2,4,5,2,2,1,5,0.0,5,0,5.30996233508299,5.30996233508299,5,2,0,2,795.0,481,6.871892024762904,1,0,1,0,5,1,1,6,0,2,1997.0,1,1,3,2,0.0,188.0,0,0,0,0,4,2,0,1.3160927019021114,2006,5,3,118500
279,60,3,3.018343916786157,10.001249921884764,0,1,2,0,3,3,1,4,6,1.6265915283192642,1.4953594885511643,1977.0,1977,4,0,3,2,299.0,1,4,2,3,3,1,1,392.0,5,0,5.2642948245705234,5.8359917751826895,5,4,1,2,866.0,0,6.705721437697813,0,0,2,1,4,1,1,6,1,5,1977.0,3,2,3,2,288.0,117.0,0,0,0,0,4,2,0,1.3160927019021114,2008,5,3,192000
293,60,3,2.8925075626521703,11.360884648653029,1,1,0,0,4,7,1,4,6,1.6265915283192642,1.6265915283192642,1977.0,1994,2,0,3,2,34.0,1,4,2,2,3,1,4,795.0,5,0,0.0,5.30996233508299,5,1,1,2,795.0,0,6.897173334055045,1,0,2,1,3,1,2,6,1,5,1977.0,3,2,3,2,0.0,250.0,0,0,0,0,4,2,0,1.3160927019021114,2006,5,3,235000
1329,60,3,2.817321422912196,9.762684057163787,1,1,2,0,5,3,1,4,6,1.6265915283192642,1.4953594885511643,1998.0,1998,4,0,5,1,0.0,1,4,5,3,3,1,5,0.0,5,0,5.529719703565453,5.529719703565453,5,3,1,2,677.0,0,6.355942101687207,0,0,2,1,3,1,1,6,1,5,1998.0,3,2,3,2,0.0,28.0,0,0,0,0,4,2,0,1.5650878569588351,2006,5,3,176500
400,120,3,2.482820976228451,11.059986437604705,3,1,2,0,3,3,1,3,5,1.6817847662528045,1.4953594885511643,1996.0,1996,2,0,4,1,0.0,2,4,5,3,3,1,6,786.0,5,0,4.665993999138876,5.957893923191315,5,4,1,2,0.0,0,5.990717820094683,1,0,1,1,1,1,3,6,2,5,1996.0,3,2,3,2,120.0,30.0,0,0,224,0,4,2,0,1.861209284309532,2008,5,3,245500
122,20,3,2.942838765545948,9.863219555500118,0,1,0,0,2,3,1,4,5,1.5650878569588351,1.6265915283192642,1958.0,1958,4,0,1,2,135.0,1,3,2,2,3,1,1,570.0,5,0,4.7521784478279026,5.732660813269873,5,3,1,2,0.0,0,5.732660813269873,0,0,1,0,3,1,1,6,0,5,1958.0,1,1,3,2,0.0,0.0,0,0,130,0,4,2,0,1.5650878569588351,2008,5,3,136000
1207,20,3,2.8925075626521703,9.776359240535305,0,1,2,0,6,3,1,4,5,1.5650878569588351,1.4953594885511643,2003.0,2003,2,0,5,2,120.0,2,4,5,3,3,3,6,340.0,5,0,6.052544919288085,6.4040768265223065,5,4,1,2,0.0,0,6.4211447577515335,1,0,2,0,3,1,2,6,0,5,2003.0,2,2,3,2,192.0,23.0,0,0,0,0,4,2,0,1.4953594885511643,2006,5,3,200000
202,50,3,2.6591540008055192,9.146912047243047,0,1,0,0,1,0,1,4,2,1.5650878569588351,1.5650878569588351,1924.0,1950,2,0,1,1,0.0,1,3,1,1,3,1,2,617.0,5,0,0.0,4.983924156726304,5,3,1,2,445.0,0,6.016136634086696,0,0,2,0,2,1,1,3,0,5,1924.0,1,1,3,2,0.0,0.0,126,0,0,0,4,2,0,1.4953594885511643,2006,2,3,112000
835,20,3,2.7831636674834628,9.898464527390097,0,1,2,0,3,3,1,4,5,1.4142135623730951,1.6265915283192642,1950.0,1995,2,0,5,1,0.0,1,4,2,3,3,1,1,442.0,5,0,5.0,5.715330261673423,5,2,1,2,0.0,0,5.715330261673423,0,0,2,0,2,1,2,2,0,5,1996.0,1,2,3,2,290.0,0.0,0,0,0,0,4,2,0,1.1892014127135908,2010,5,3,128000
246,190,1,2.8821172772807144,9.778230923843024,0,1,2,0,1,3,1,0,6,1.5650878569588351,1.6817847662528045,1910.0,1950,2,0,4,1,0.0,1,1,3,1,3,1,5,0.0,5,0,5.651318430242628,5.651318430242628,5,3,0,0,1020.0,0,6.626386647336542,0,0,2,0,4,2,0,6,0,2,1910.0,1,1,2,2,0.0,60.0,112,0,0,0,4,2,0,1.4142135623730951,2006,5,3,137000
1386,60,3,2.990702258667686,11.366507819026914,1,1,2,0,4,6,1,4,6,1.6265915283192642,1.4953594885511643,1978.0,1978,2,0,3,2,184.0,1,4,2,3,3,1,1,790.0,2,469,3.3959681977309506,6.108150292846436,5,2,1,2,1392.0,0,7.263855725439487,1,0,3,1,5,1,2,6,2,5,1978.0,2,2,3,2,0.0,112.0,0,0,440,519,2,4,2000,1.6265915283192642,2006,5,3,250000
1372,60,3,2.942838765545948,9.936905957087447,0,1,0,0,6,3,1,4,6,1.6265915283192642,1.5650878569588351,1998.0,1998,2,0,5,1,0.0,1,4,5,3,3,3,6,975.0,5,0,3.3959681977309506,5.769454046961463,5,4,1,2,989.0,0,6.767052534153994,1,0,2,1,3,1,2,6,1,2,1998.0,2,2,3,2,253.0,170.0,0,0,0,0,4,2,0,1.5650878569588351,2006,5,3,274300
1153,30,1,2.8925075626521703,8.76049656126866,0,1,0,0,3,3,1,4,5,1.5650878569588351,1.6817847662528045,1930.0,2007,2,0,0,1,0.0,2,3,1,2,3,3,4,538.0,5,0,4.0832952379175325,5.344688952595837,5,4,1,2,0.0,0,5.344688952595837,0,0,1,0,2,1,1,6,0,2,2002.0,1,1,3,2,0.0,0.0,96,0,0,0,4,2,0,1.5650878569588351,2008,5,3,120500
384,60,3,2.8925075626521703,12.424624742824225,3,2,0,1,3,2,1,4,6,1.5650878569588351,1.4953594885511643,1992.0,1992,2,0,2,1,0.0,2,4,5,3,3,3,6,985.0,5,0,4.938886514185156,6.3046966620131695,5,4,1,2,874.0,0,6.6477665422305545,1,0,2,1,3,1,2,6,2,5,1992.0,3,2,3,2,216.0,231.0,0,0,0,0,4,2,0,1.5650878569588351,2007,5,3,240000
1288,120,3,2.514875742457269,8.675229103602971,1,1,2,0,3,3,1,3,5,1.6817847662528045,1.4953594885511643,2000.0,2000,2,0,4,1,0.0,2,4,5,3,3,1,6,1158.0,5,0,4.303521813584776,6.224363421266467,5,4,1,2,0.0,0,6.382068630154332,1,0,2,0,2,1,3,6,1,5,2000.0,3,2,3,2,212.0,59.0,0,0,0,0,4,2,0,1.7782856913330884,2009,5,3,278000
854,20,3,3.1779710508436034,11.57003025060868,0,1,2,0,3,3,1,4,5,1.4953594885511643,1.4142135623730951,1955.0,1974,4,0,0,1,0.0,1,4,2,2,3,2,4,306.0,3,1085,4.391730866070916,6.479822528433938,5,2,1,2,0.0,0,6.494474574590311,1,0,1,1,3,1,1,6,1,5,1955.0,1,2,3,2,0.0,295.0,0,0,312,0,4,2,0,1.6265915283192642,2006,5,1,170000
219,120,3,2.560742079944796,7.406989941939978,0,1,2,0,3,3,1,3,5,1.6265915283192642,1.4953594885511643,2005.0,2006,2,0,5,2,16.0,2,4,5,3,3,3,6,16.0,5,0,5.924516857938713,5.943652075954647,5,4,1,2,0.0,0,5.943652075954647,0,0,2,0,2,1,2,6,0,5,2005.0,3,2,3,2,108.0,0.0,0,0,0,0,4,2,0,1.3160927019021114,2006,7,5,167240
641,60,4,2.8925075626521703,9.163203588265405,0,1,2,0,7,3,1,4,6,1.6265915283192642,1.4953594885511643,2001.0,2001,2,0,5,1,0.0,2,4,5,3,3,1,6,738.0,5,0,4.226180308505542,5.701885653009888,5,4,1,2,872.0,0,6.6272467888256585,1,0,2,1,3,1,2,6,1,5,2001.0,3,2,3,2,0.0,235.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,226000
1,20,3,2.990702258667686,9.898464527390097,0,1,1,0,3,2,1,4,5,1.5650878569588351,1.6817847662528045,1976.0,1976,2,0,1,1,0.0,1,4,2,3,3,4,4,978.0,5,0,4.105155295479088,5.960251672538669,5,4,1,2,0.0,0,5.960251672538669,0,1,2,0,3,1,1,6,1,5,1976.0,2,2,3,2,298.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2007,5,3,181500
112,60,3,2.962262648719725,9.991236159755207,0,1,2,0,6,3,1,4,6,1.6265915283192642,1.4953594885511643,2007.0,2007,2,0,5,4,220.0,2,4,5,4,3,3,6,984.0,5,0,4.0906234243694435,5.962616875164796,5,4,1,2,1414.0,0,7.205761583621817,1,0,2,1,4,1,3,6,1,6,2007.0,3,3,3,2,120.0,184.0,0,0,168,0,4,2,0,1.7782856913330884,2007,7,5,383970
698,20,3,2.8394189546454753,9.58769523921156,0,1,2,0,3,1,1,4,5,1.4953594885511643,1.6817847662528045,1965.0,2009,2,0,1,1,0.0,1,3,2,2,3,1,6,553.0,1,117,3.868669021769632,5.468070957842445,5,4,1,2,0.0,0,5.468070957842445,1,0,1,0,3,1,1,6,1,2,1973.0,1,1,3,2,416.0,144.0,0,0,0,0,2,2,0,1.4142135623730951,2010,5,3,138500
1393,190,1,2.7831636674834628,10.194263092543766,0,1,2,0,1,3,1,0,2,1.5650878569588351,1.6265915283192642,1905.0,2000,2,0,0,1,0.0,1,4,1,1,3,1,5,0.0,5,0,4.685562933095659,4.685562933095659,5,4,0,2,691.0,0,6.612594044699856,0,0,2,0,3,2,1,6,1,2,2003.0,1,2,4,2,0.0,25.0,212,0,0,0,4,2,0,1.4142135623730951,2008,5,3,163000
951,20,2,2.7831636674834628,9.39774441022951,0,1,0,0,3,3,1,4,5,1.4953594885511643,1.4953594885511643,1965.0,1965,2,0,5,1,0.0,1,4,2,2,3,1,1,641.0,5,0,3.6979453754754137,5.36423340282654,5,3,1,2,0.0,0,5.573544653091066,1,0,1,0,3,1,1,6,0,2,1979.0,1,1,3,2,421.0,0.0,0,0,0,0,2,2,0,1.6265915283192642,2006,5,1,119900
1283,90,3,3.1137437274123894,9.846501916924607,0,2,0,0,3,3,1,1,6,1.5650878569588351,1.4953594885511643,1971.0,1971,1,0,1,1,0.0,1,4,2,2,3,3,5,0.0,5,0,5.495388976223611,5.495388976223611,5,2,1,2,912.0,0,6.535158758591868,0,0,2,2,4,2,1,6,0,0,2020.0,0,0,0,2,128.0,0.0,0,0,0,0,4,2,0,1.4142135623730951,2010,5,3,139000
1318,20,3,2.8925075626521703,11.02620061489904,3,1,4,0,6,3,1,4,5,1.6817847662528045,1.4953594885511643,2001.0,2002,4,0,5,2,178.0,2,4,5,3,3,4,5,0.0,5,0,6.470610481245181,6.470610481245181,5,4,1,2,0.0,0,6.5017612998325305,0,0,2,0,3,1,2,6,1,5,2001.0,2,3,3,2,198.0,150.0,0,0,0,0,4,2,0,1.6817847662528045,2006,5,3,275000
441,90,3,3.097046980592965,10.489823640080894,0,1,2,0,0,3,1,1,5,1.4142135623730951,1.4142135623730951,1955.0,1955,2,0,5,2,270.0,1,4,2,2,3,1,4,133.0,5,0,6.0126949032858805,6.160137985467531,5,2,0,0,0.0,0,6.160137985467531,0,0,2,0,4,2,0,6,0,0,2020.0,0,0,0,2,0.0,0.0,0,0,0,0,4,2,0,1.7320508075688772,2008,5,3,118000
1136,50,3,2.990702258667686,9.898464527390097,0,1,2,0,2,3,1,4,2,1.5650878569588351,1.4953594885511643,1950.0,1950,2,0,5,1,0.0,1,4,2,2,3,1,1,280.0,5,0,5.236659240393631,5.667874381106201,5,2,1,1,220.0,0,5.948411552675219,0,0,1,0,3,1,1,6,0,5,1950.0,1,1,3,2,0.0,0.0,96,0,0,0,4,2,0,1.4142135623730951,2008,5,1,119000
1256,20,3,3.088591912182637,10.935959034305132,1,1,0,0,3,3,1,4,5,1.6817847662528045,1.4953594885511643,1994.0,1994,4,0,2,2,554.0,2,4,5,3,3,4,6,1314.0,5,0,5.0914634438440185,6.675672250792425,5,4,1,2,0.0,0,6.676511064920062,1,0,2,0,2,1,2,6,1,5,1994.0,3,2,3,2,262.0,36.0,0,0,0,0,4,2,0,1.6817847662528045,2008,5,3,301500
663,85,3,3.0800649343804425,10.00299955013495,0,1,2,0,0,3,1,4,1,1.4142135623730951,1.4953594885511643,1972.0,1972,2,0,3,1,0.0,1,4,2,3,3,3,1,920.0,3,180,2.482820976228451,5.8081236212739125,5,2,1,2,0.0,0,5.862226539464335,1,0,2,0,3,1,1,6,0,2,1974.0,2,2,3,2,0.0,0.0,180,0,0,0,2,2,0,1.4142135623730951,2008,5,3,137500
1433,60,3,3.105430726968483,10.06462120499326,1,1,2,0,5,3,1,4,6,1.5650878569588351,1.4953594885511643,2000.0,2000,2,0,5,2,318.0,1,4,5,3,3,1,5,0.0,5,0,5.531193361291939,5.531193361291939,5,4,1,2,830.0,0,6.506304634736988,1,0,2,1,3,1,1,6,1,5,2000.0,3,2,3,2,0.0,0.0,0,0,0,0,4,2,0,1.4953594885511643,2008,5,3,186500
1257,30,3,2.7355620994596337,7.982361805881766,0,1,0,0,0,2,1,4,5,1.4953594885511643,1.6817847662528045,1922.0,1950,2,0,0,1,0.0,1,4,5,1,3,1,5,0.0,5,0,5.4216141507857225,5.4216141507857225,5,4,1,2,0.0,0,5.4216141507857225,0,0,1,0,2,1,1,6,0,0,2020.0,0,0,0,2,0.0,96.0,0,0,0,0,4,2,0,1.6265915283192642,2009,5,3,99900
1296,20,3,2.990702258667686,9.65783619658151,0,1,2,0,2,3,1,4,5,1.4953594885511643,1.5650878569588351,1963.0,1963,4,0,1,2,148.0,1,3,2,2,3,2,4,776.0,5,0,4.306646026782326,5.785015125304342,5,3,1,2,0.0,0,5.795317075018415,1,0,2,0,3,1,1,6,0,5,1963.0,2,2,3,2,192.0,20.0,123,0,0,0,2,2,0,1.861209284309532,2008,5,3,155000
317,60,4,2.942838765545948,9.740035934225297,0,1,2,0,7,3,1,4,6,1.6817847662528045,1.4953594885511643,2006.0,2006,2,0,5,1,0.0,2,4,5,3,3,3,5,0.0,5,0,5.743239503973347,5.743239503973347,5,4,1,2,871.0,0,6.6528640449057725,0,0,2,1,3,1,2,6,1,5,2006.0,2,3,3,2,208.0,46.0,0,0,0,0,4,2,0,1.861209284309532,2007,5,3,270000
